,timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location
269783,2016-05-03 06:55:02,116.3,39.96,Huawei,M,23-26,Beijing
1011249,2016-05-04 20:42:01,114.34,36.09,Samsung,M,29-32,Henan
148513,2016-05-06 00:27:36,86.01,44.29,Xiaomi,M,23-26,Xinjiang
855563,2016-05-07 00:48:43,121.44,31.17,Xiaomi,F,23-26,Shanghai
391762,2016-05-06 16:27:12,110.98,35.04,Huawei,M,23-26,Shanxi
703535,2016-05-01 11:29:23,116.24,23.45,Xiaomi,M,27-28,Guangdong
663346,2016-05-06 18:48:19,106.94,27.69,Xiaomi,M,33-38,Guizhou
689374,2016-05-03 08:36:54,114.04,35.33,Meizu,M,23-26,Henan
1114654,2016-05-06 23:03:27,115.86,28.62,OPPO,F,23-26,Jiangxi
731393,2016-05-04 07:46:42,115.8,28.72,Huawei,M,23-26,Jiangxi
938848,2016-05-07 21:41:00,114.08,22.64,Xiaomi,M,22-,Guangdong
863519,2016-05-01 01:01:54,123.49,41.71,vivo,M,33-38,Liaoning
161080,2016-05-07 22:28:32,1.0,1.0,Samsung,M,33-38,other
175852,2016-05-05 18:23:55,102.73,25.03,HTC,M,39+,Yunnan
56166,2016-05-03 12:04:29,112.85,35.51,OPPO,F,23-26,Shanxi
793819,2016-05-07 15:24:38,115.92,28.55,Huawei,F,23-26,Jiangxi
296244,2016-05-05 23:33:43,113.26,23.16,Xiaomi,M,39+,Guangdong
140261,2016-05-04 05:39:40,113.16,40.01,Xiaomi,F,33-38,Shanxi
636511,2016-05-06 09:03:00,1.0,1.0,Huawei,M,33-38,other
508218,2016-05-03 10:04:23,110.32,20.03,Other,M,29-32,Hainan
564392,2016-05-01 18:17:27,115.81,25.61,Xiaomi,M,23-26,Jiangxi
194052,2016-05-03 22:23:54,117.76,38.29,Huawei,F,23-26,Hebei
79738,2016-05-01 00:25:00,120.58,30.64,Xiaomi,M,33-38,Zhejiang
1153703,2016-05-02 13:16:07,121.11,30.18,Huawei,M,33-38,Zhejiang
1184557,2016-05-05 16:55:01,113.28,23.04,Other,M,29-32,Guangdong
1043579,2016-05-07 07:09:30,113.35,23.17,Meizu,F,33-38,Guangdong
761859,2016-05-03 11:36:02,112.99,28.22,Huawei,F,33-38,Hunan
143940,2016-05-07 15:45:02,117.01,25.09,Xiaomi,M,33-38,Fujian
623056,2016-05-04 23:30:01,104.0,30.0,Xiaomi,M,27-28,Sichuan
1035009,2016-05-06 10:08:05,117.83,30.96,Samsung,F,33-38,Anhui
642786,2016-05-02 18:43:06,115.22,37.91,Other,F,29-32,Hebei
23054,2016-05-01 16:32:35,108.42,26.14,OPPO,M,39+,Guizhou
146228,2016-05-04 21:07:29,120.2,31.71,Huawei,M,27-28,Jiangsu
1194469,2016-05-02 17:14:24,106.54,29.49,Samsung,M,33-38,Chongqing
643871,2016-05-04 21:17:22,121.44,29.91,Huawei,F,29-32,Zhejiang
604974,2016-05-05 12:36:18,118.25,25.48,Huawei,M,29-32,Fujian
201497,2016-05-04 20:57:41,120.06,30.38,vivo,M,22-,Zhejiang
800303,2016-05-02 22:19:57,112.53,33.0,Huawei,M,33-38,Henan
197119,2016-05-02 11:52:31,106.63,26.38,Huawei,M,23-26,Guizhou
982269,2016-05-04 18:39:37,113.06,28.19,Huawei,M,29-32,Hunan
153171,2016-05-07 15:47:00,118.72,25.34,Huawei,M,23-26,Fujian
584360,2016-05-07 19:35:09,1.0,1.0,Samsung,F,33-38,other
1026060,2016-05-05 02:36:33,108.27,22.87,OPPO,M,29-32,Guangxi
218188,2016-05-02 14:18:51,114.03,22.62,Xiaomi,M,33-38,Guangdong
146035,2016-05-06 12:02:36,122.91,41.22,vivo,M,27-28,Liaoning
57028,2016-05-02 23:22:33,114.05,22.61,Huawei,M,23-26,Guangdong
196322,2016-05-03 20:09:08,113.75,23.04,OPPO,F,22-,Guangdong
1078705,2016-05-03 20:48:10,120.38,32.68,Xiaomi,M,33-38,Jiangsu
1134205,2016-05-05 12:03:57,122.11,41.69,OPPO,M,27-28,Liaoning
1059668,2016-05-05 00:22:23,116.41,39.8,Huawei,M,39+,Beijing
16545,2016-05-03 06:30:45,115.02,38.03,Xiaomi,F,39+,Hebei
992098,2016-05-07 18:47:06,119.54,31.46,Other,M,39+,Jiangsu
977037,2016-05-03 03:51:48,122.05,29.59,Meizu,M,27-28,Zhejiang
1148410,2016-05-04 18:11:45,116.56,39.77,Xiaomi,M,23-26,Beijing
17271,2016-05-02 09:06:00,115.02,38.03,Xiaomi,F,39+,Hebei
232972,2016-05-03 22:49:02,103.99,30.6,Huawei,M,23-26,Sichuan
619509,2016-05-03 08:08:45,113.3,23.45,Huawei,F,23-26,Guangdong
506018,2016-05-02 19:47:27,113.53,22.73,Meizu,M,29-32,Guangdong
273726,2016-05-01 22:37:01,112.9,28.22,Meizu,F,29-32,Hunan
826663,2016-05-01 03:11:34,115.98,29.73,Coolpad,M,39+,Jiangxi
58314,2016-05-02 19:09:09,114.34,30.59,Xiaomi,M,39+,Hubei
453005,2016-05-07 07:18:44,121.48,31.24,Huawei,M,39+,Shanghai
199507,2016-05-05 22:44:41,118.6,28.73,Huawei,F,29-32,Zhejiang
841139,2016-05-02 01:12:10,118.17,24.53,Lenovo,F,23-26,Fujian
427279,2016-05-01 03:16:24,113.34,27.0,Samsung,M,39+,Hunan
616100,2016-05-01 13:29:44,116.45,39.86,Samsung,M,29-32,Beijing
400217,2016-05-05 21:20:43,112.93,27.83,Huawei,M,29-32,Hunan
181729,2016-05-02 22:34:19,101.79,28.12,Meizu,M,27-28,Sichuan
326354,2016-05-05 13:52:13,115.82,28.71,Huawei,F,33-38,Jiangxi
349546,2016-05-07 21:11:49,118.46,35.54,OPPO,F,27-28,Shandong
312215,2016-05-07 02:19:52,108.33,22.86,Huawei,M,29-32,Guangxi
257226,2016-05-03 00:53:20,123.18,41.25,Xiaomi,M,39+,Liaoning
398890,2016-05-02 11:55:01,116.38,39.96,Huawei,F,39+,Beijing
1176106,2016-05-01 05:36:47,121.14,31.01,Other,M,23-26,Shanghai
1013233,2016-05-05 07:46:53,111.73,40.76,Xiaomi,M,39+,Inner Mongolia
1173083,2016-05-01 18:37:39,106.5,29.52,Huawei,M,33-38,Chongqing
1198683,2016-05-01 06:37:38,117.73,39.9,Huawei,M,29-32,Hebei
471702,2016-05-07 22:58:03,119.53,35.39,LeEco,M,29-32,Shandong
1141938,2016-05-04 17:28:12,120.59,28.04,Lenovo,M,29-32,Zhejiang
737768,2016-05-01 18:29:32,118.13,24.51,vivo,M,33-38,Fujian
358854,2016-05-07 09:48:33,113.16,29.37,vivo,M,39+,Hunan
1080878,2016-05-06 20:21:14,112.84,23.33,Coolpad,M,33-38,Guangdong
1116998,2016-05-06 10:17:01,120.62,30.57,Huawei,M,23-26,Zhejiang
650768,2016-05-01 08:58:24,113.05,36.34,Xiaomi,M,39+,Shanxi
354217,2016-05-02 13:51:16,110.8,24.18,Huawei,F,39+,Guangxi
719715,2016-05-01 06:14:27,113.18,29.33,Meizu,F,23-26,Hunan
236518,2016-05-03 14:42:32,121.54,29.7,Huawei,M,22-,Zhejiang
477075,2016-05-06 03:38:20,112.44,38.01,LeEco,M,23-26,Shanxi
1208359,2016-05-04 14:40:53,118.29,34.96,Xiaomi,M,29-32,Shandong
1036240,2016-05-03 22:08:08,113.6,35.2,Xiaomi,M,29-32,Henan
173547,2016-05-07 14:37:24,119.93,31.71,Huawei,M,39+,Jiangsu
278437,2016-05-04 13:10:15,115.98,28.68,Huawei,M,39+,Jiangxi
419769,2016-05-04 00:57:58,120.31,30.23,Xiaomi,M,39+,Zhejiang
1230073,2016-05-05 16:05:03,121.47,31.21,Huawei,F,39+,Shanghai
935198,2016-05-07 02:50:00,122.09,41.11,Huawei,M,39+,Liaoning
837433,2016-05-06 17:36:28,113.13,35.72,Xiaomi,M,22-,Shanxi
1153256,2016-05-06 12:49:11,114.18,22.84,Meizu,M,29-32,Guangdong
1164313,2016-05-03 16:54:34,114.5,38.01,HTC,M,33-38,Hebei
496597,2016-05-04 21:41:50,116.3,40.05,Samsung,F,29-32,Beijing
260153,2016-05-02 22:02:20,111.92,34.74,Huawei,M,27-28,Henan
631271,2016-05-05 13:39:40,1.0,1.0,Meizu,M,29-32,other
64574,2016-05-06 00:33:23,115.91,28.64,Xiaomi,M,29-32,Jiangxi
784400,2016-05-06 13:23:25,108.96,34.26,Huawei,M,23-26,Shanxi
371840,2016-05-01 06:13:09,116.4,40.11,vivo,M,23-26,Beijing
502349,2016-05-07 11:09:10,113.11,23.03,Xiaomi,F,33-38,Guangdong
735419,2016-05-02 13:05:09,119.08,25.39,Huawei,F,23-26,Fujian
418467,2016-05-05 05:47:03,118.36,34.21,Meizu,F,39+,Jiangsu
750476,2016-05-01 19:23:36,108.13,23.52,Huawei,M,39+,Guangxi
1215182,2016-05-06 17:25:01,87.46,43.68,vivo,M,22-,Xinjiang
480453,2016-05-04 14:12:12,114.38,36.08,Samsung,M,29-32,Henan
976914,2016-05-01 00:30:10,117.16,35.09,Huawei,F,39+,Shandong
664098,2016-05-05 09:49:19,1.0,1.0,Huawei,F,39+,other
782866,2016-05-06 05:15:50,131.85,45.54,Other,F,33-38,Heilongjiang
235119,2016-05-02 04:47:24,114.04,22.62,Meizu,M,22-,Guangdong
575464,2016-05-04 16:32:22,113.63,24.65,Meizu,M,33-38,Guangdong
151079,2016-05-06 18:23:01,103.74,36.06,Huawei,M,33-38,Gansu
1122351,2016-05-06 21:08:03,116.1,39.36,Other,F,23-26,Hebei
868552,2016-05-03 11:11:06,115.7,37.71,Huawei,F,22-,Hebei
628224,2016-05-03 19:02:30,118.77,32.01,Samsung,M,33-38,Jiangsu
461442,2016-05-01 15:24:58,113.39,23.06,Xiaomi,M,22-,Guangdong
482357,2016-05-04 20:39:54,114.23,22.7,Huawei,M,33-38,Guangdong
109813,2016-05-02 16:46:02,116.76,23.44,Meizu,M,27-28,Guangdong
1204697,2016-05-07 15:19:55,123.23,41.8,vivo,M,22-,Liaoning
473179,2016-05-05 02:00:23,121.37,31.35,Meizu,M,39+,Shanghai
1239846,2016-05-06 11:33:16,113.04,22.51,OPPO,M,22-,Guangdong
65380,2016-05-03 13:21:07,112.75,32.1,Xiaomi,M,33-38,Hubei
726015,2016-05-01 19:10:16,123.05,41.93,Samsung,M,29-32,Liaoning
1032322,2016-05-02 19:38:33,113.31,23.13,vivo,M,39+,Guangdong
751953,2016-05-07 17:44:42,121.71,31.2,vivo,M,29-32,Shanghai
880815,2016-05-04 11:59:04,120.26,31.59,Coolpad,F,39+,Jiangsu
1244936,2016-05-04 00:37:06,109.54,24.61,Huawei,M,27-28,Guangxi
372523,2016-05-02 17:01:12,1.0,1.0,Huawei,F,23-26,other
326805,2016-05-03 10:34:06,119.48,25.59,Xiaomi,M,33-38,Fujian
1144187,2016-05-03 08:20:44,1.0,1.0,Samsung,F,39+,other
342106,2016-05-03 16:47:30,113.68,34.61,Huawei,M,29-32,Henan
199686,2016-05-04 15:30:12,118.6,28.73,Huawei,F,29-32,Zhejiang
431577,2016-05-06 04:05:15,120.96,28.11,Xiaomi,F,23-26,Zhejiang
138549,2016-05-01 20:16:00,118.03,24.31,Meizu,M,23-26,Fujian
514732,2016-05-01 16:52:53,114.39,23.1,Samsung,M,39+,Guangdong
47388,2016-05-01 21:04:32,112.3,34.7,Huawei,M,29-32,Henan
915510,2016-05-01 21:14:45,113.67,34.83,Coolpad,M,22-,Henan
224711,2016-05-07 00:39:30,121.44,31.34,Meizu,M,29-32,Shanghai
1240674,2016-05-01 13:09:01,112.54,33.01,Other,M,22-,Henan
1172583,2016-05-03 06:08:41,109.81,40.65,OPPO,F,39+,Inner Mongolia
1124148,2016-05-03 13:07:17,121.69,31.2,Xiaomi,M,27-28,Shanghai
876652,2016-05-06 08:42:07,116.39,39.88,Huawei,M,33-38,Beijing
996373,2016-05-01 13:38:03,127.49,50.24,Meizu,M,22-,Heilongjiang
371991,2016-05-04 09:05:00,114.27,22.73,Huawei,F,27-28,Guangdong
64783,2016-05-02 15:08:09,120.31,31.6,Huawei,M,29-32,Jiangsu
465064,2016-05-01 17:13:03,114.26,30.57,Huawei,F,39+,Hubei
602122,2016-05-03 11:41:58,1.0,1.0,Coolpad,M,33-38,other
762532,2016-05-06 21:02:34,103.9,30.79,Huawei,M,29-32,Sichuan
461976,2016-05-06 06:39:15,116.79,34.54,Xiaomi,M,23-26,Jiangsu
1221087,2016-05-01 23:18:24,129.61,44.56,Samsung,M,29-32,Heilongjiang
28148,2016-05-03 18:43:10,112.57,37.83,Samsung,F,33-38,Shanxi
463290,2016-05-04 01:02:59,114.26,30.57,Huawei,F,39+,Hubei
832142,2016-05-06 14:07:14,115.52,38.85,Huawei,M,39+,Hebei
212249,2016-05-07 16:27:08,113.06,23.68,Huawei,M,27-28,Guangdong
798541,2016-05-03 17:23:15,104.27,30.98,Other,M,29-32,Sichuan
79954,2016-05-07 14:31:10,121.5,31.26,Huawei,M,33-38,Shanghai
734003,2016-05-04 12:06:20,121.45,31.19,Other,M,33-38,Shanghai
1053840,2016-05-04 11:21:20,114.23,22.71,Huawei,F,29-32,Guangdong
967048,2016-05-05 23:34:04,118.37,31.39,Xiaomi,M,22-,Anhui
1018859,2016-05-06 17:02:37,111.66,29.05,Xiaomi,M,23-26,Hunan
307812,2016-05-04 07:47:30,104.03,30.71,Huawei,M,27-28,Sichuan
931879,2016-05-05 18:19:19,116.27,40.09,Other,M,39+,Beijing
578494,2016-05-03 13:02:24,121.51,31.26,Huawei,F,33-38,Shanghai
428605,2016-05-05 20:46:30,112.93,27.83,Huawei,M,27-28,Hunan
581892,2016-05-03 06:08:48,1.0,1.0,Samsung,F,33-38,other
1000569,2016-05-07 23:41:44,113.93,22.58,Other,M,29-32,Guangdong
250244,2016-05-01 01:03:37,102.64,29.37,vivo,F,22-,Sichuan
134094,2016-05-05 01:26:41,121.4,29.67,OPPO,M,27-28,Zhejiang
207697,2016-05-05 23:39:06,123.47,41.82,Meizu,M,39+,Liaoning
727999,2016-05-02 00:19:59,115.25,24.1,OPPO,M,33-38,Guangdong
563618,2016-05-03 21:59:29,109.04,34.29,Meizu,M,33-38,Shanxi
938574,2016-05-03 19:08:13,120.6,31.5,Xiaomi,F,23-26,Jiangsu
260273,2016-05-06 11:23:34,111.92,34.74,Huawei,M,27-28,Henan
207372,2016-05-03 18:29:45,123.47,41.82,Meizu,M,39+,Liaoning
787408,2016-05-05 10:38:56,104.74,31.79,Huawei,M,29-32,Sichuan
790675,2016-05-02 09:42:39,117.2,39.08,Coolpad,M,33-38,Tianjin
194068,2016-05-03 12:25:18,117.76,38.29,Huawei,F,23-26,Hebei
1255558,2016-05-01 22:35:51,113.83,22.64,Xiaomi,M,27-28,Guangdong
231228,2016-05-04 14:00:56,120.25,28.81,Huawei,F,39+,Zhejiang
588547,2016-05-02 17:15:36,118.59,24.82,Huawei,M,29-32,Fujian
852440,2016-05-04 23:44:13,110.99,35.01,vivo,F,39+,Shanxi
342055,2016-05-04 08:58:46,113.68,34.61,Huawei,M,29-32,Henan
764189,2016-05-05 21:46:08,116.53,40.1,Huawei,M,39+,Beijing
1137577,2016-05-01 08:46:28,114.02,22.62,Samsung,M,39+,Guangdong
823888,2016-05-02 20:07:30,120.11,31.83,Coolpad,M,39+,Jiangsu
922672,2016-05-01 01:06:34,120.98,32.04,Huawei,M,33-38,Jiangsu
249902,2016-05-05 06:23:22,113.52,33.28,Meizu,F,39+,Henan
622565,2016-05-04 22:15:45,105.9,29.35,Other,F,23-26,Chongqing
826558,2016-05-01 10:46:26,115.98,29.73,Coolpad,M,39+,Jiangxi
1183312,2016-05-06 21:23:39,109.95,40.65,Xiaomi,M,39+,Inner Mongolia
471885,2016-05-03 13:10:40,119.54,35.39,LeEco,M,29-32,Shandong
1224282,2016-05-02 10:17:02,106.91,32.96,Huawei,M,27-28,Shanxi
463476,2016-05-01 22:44:31,114.26,30.57,Huawei,F,39+,Hubei
9545,2016-05-05 18:01:24,120.6,28.02,Xiaomi,M,29-32,Zhejiang
719483,2016-05-07 22:25:51,107.57,32.02,OPPO,F,33-38,Sichuan
894889,2016-05-02 21:51:36,115.9,28.69,Xiaomi,M,23-26,Jiangxi
61737,2016-05-04 23:19:27,114.01,22.55,Huawei,M,39+,Guangdong
1110476,2016-05-05 20:11:57,1.0,1.0,OPPO,F,33-38,other
841309,2016-05-05 23:43:13,118.17,24.53,Lenovo,F,23-26,Fujian
100643,2016-05-07 08:33:22,111.7,36.51,Other,M,39+,Shanxi
436413,2016-05-02 11:34:32,104.0,30.0,Xiaomi,M,33-38,Sichuan
95886,2016-05-04 12:30:53,113.99,23.06,Huawei,M,39+,Guangdong
96115,2016-05-06 21:04:27,112.35,32.53,Meizu,M,33-38,Henan
723991,2016-05-03 22:57:17,113.27,23.45,vivo,M,29-32,Guangdong
337720,2016-05-03 06:49:21,104.0,30.0,Lenovo,M,39+,Sichuan
1200462,2016-05-07 09:06:48,104.28,30.97,vivo,M,23-26,Sichuan
473103,2016-05-06 00:22:41,121.36,31.35,Meizu,M,39+,Shanghai
224598,2016-05-05 23:37:36,121.44,31.34,Meizu,M,29-32,Shanghai
224183,2016-05-06 02:34:53,104.71,28.46,Huawei,M,39+,Sichuan
1234479,2016-05-06 11:46:52,113.25,23.1,Other,F,27-28,Guangdong
1220264,2016-05-02 21:03:25,117.05,30.51,Samsung,M,33-38,Anhui
465298,2016-05-04 07:58:51,114.26,30.57,Huawei,F,39+,Hubei
59223,2016-05-05 19:52:14,104.46,30.85,OPPO,F,23-26,Sichuan
1181299,2016-05-04 21:31:40,119.13,36.64,Huawei,M,29-32,Shandong
68858,2016-05-03 10:06:02,107.97,26.58,Meizu,M,29-32,Guizhou
823894,2016-05-05 17:57:31,119.95,31.78,Coolpad,M,39+,Jiangsu
1183754,2016-05-04 00:05:39,103.95,29.21,Xiaomi,M,29-32,Sichuan
1063415,2016-05-04 16:34:42,119.15,26.13,Samsung,M,39+,Fujian
140610,2016-05-04 20:25:31,121.45,31.2,Huawei,M,39+,Shanghai
669825,2016-05-06 13:40:11,111.29,30.73,Other,F,33-38,Hubei
1040835,2016-05-02 15:03:29,117.8,24.45,Xiaomi,F,33-38,Fujian
250844,2016-05-04 22:54:35,113.38,36.4,Huawei,M,29-32,Shanxi
387786,2016-05-02 19:08:34,103.93,30.77,Samsung,M,33-38,Sichuan
669960,2016-05-07 15:37:02,114.45,38.05,Other,M,29-32,Hebei
633463,2016-05-03 22:12:37,113.82,22.71,Other,M,39+,Guangdong
606160,2016-05-06 06:04:06,114.45,38.04,Huawei,F,33-38,Hebei
586933,2016-05-01 06:23:29,111.61,26.45,vivo,M,33-38,Hunan
1136766,2016-05-06 08:22:59,116.04,36.46,vivo,M,29-32,Shandong
915075,2016-05-06 07:48:46,99.16,25.1,Xiaomi,M,29-32,Yunnan
1163257,2016-05-06 22:34:24,114.47,38.03,HTC,M,33-38,Hebei
1120914,2016-05-01 11:46:50,123.82,41.31,Xiaomi,F,27-28,Liaoning
656303,2016-05-06 16:37:10,106.14,38.5,Huawei,M,22-,Ningxia
1009569,2016-05-05 13:25:13,114.34,36.08,Samsung,M,29-32,Henan
781719,2016-05-07 13:31:58,116.74,39.6,HTC,M,22-,Beijing
748456,2016-05-05 07:04:06,120.69,30.54,Huawei,F,39+,Zhejiang
1075958,2016-05-04 08:18:44,125.25,43.84,Huawei,M,39+,Jilin
64989,2016-05-06 10:23:35,120.54,31.78,Huawei,M,23-26,Jiangsu
300697,2016-05-03 14:24:06,103.77,29.6,OPPO,F,29-32,Sichuan
523564,2016-05-04 20:51:39,114.15,22.81,Xiaomi,M,33-38,Guangdong
607848,2016-05-05 17:46:56,104.24,30.57,Huawei,F,29-32,Sichuan
403577,2016-05-01 22:10:11,120.63,31.32,Huawei,F,33-38,Jiangsu
1174049,2016-05-07 21:13:23,104.0,30.0,OPPO,M,22-,Sichuan
955211,2016-05-01 17:24:26,113.13,22.2,Huawei,M,22-,Guangdong
472504,2016-05-02 17:27:13,119.55,35.39,LeEco,M,29-32,Shandong
979641,2016-05-06 13:12:35,119.01,33.62,Xiaomi,M,29-32,Jiangsu
436956,2016-05-01 21:55:46,119.31,26.06,Meizu,M,33-38,Fujian
96603,2016-05-04 15:44:41,113.36,23.13,Huawei,M,22-,Guangdong
1185974,2016-05-06 23:25:11,105.58,29.42,Huawei,M,29-32,Chongqing
249937,2016-05-03 07:07:00,117.69,39.03,Huawei,M,27-28,Tianjin
490878,2016-05-04 20:10:55,121.01,31.18,Huawei,M,33-38,Jiangsu
1072054,2016-05-07 20:21:29,121.49,31.16,Xiaomi,F,39+,Shanghai
1107144,2016-05-01 00:28:56,108.86,34.23,Meizu,M,33-38,Shanxi
1140005,2016-05-03 16:56:50,110.56,22.36,Huawei,M,27-28,Guangxi
1178297,2016-05-03 16:06:18,115.26,38.38,Meizu,M,33-38,Hebei
1018959,2016-05-05 20:07:35,111.67,29.05,Xiaomi,M,23-26,Hunan
778158,2016-05-06 14:34:01,1.0,1.0,Samsung,M,39+,other
1022962,2016-05-04 21:45:43,112.83,35.5,Xiaomi,F,33-38,Shanxi
542808,2016-05-01 22:03:35,115.81,24.11,Huawei,M,39+,Guangdong
482513,2016-05-04 08:56:44,114.24,22.69,Huawei,M,33-38,Guangdong
493875,2016-05-03 01:08:03,111.15,37.52,Other,F,39+,Shanxi
1038262,2016-05-07 11:22:52,116.46,39.92,Meizu,M,23-26,Beijing
451074,2016-05-07 08:58:56,113.98,22.55,Huawei,M,29-32,Guangdong
551380,2016-05-06 01:21:04,112.48,37.77,Samsung,M,29-32,Shanxi
401877,2016-05-05 19:59:31,116.63,40.1,Huawei,M,23-26,Beijing
505805,2016-05-04 18:48:20,112.26,30.32,Samsung,M,39+,Hubei
67302,2016-05-06 21:54:37,118.46,39.56,Meizu,F,39+,Hebei
796761,2016-05-02 18:06:31,120.38,36.12,OPPO,M,33-38,Shandong
352118,2016-05-01 20:02:18,103.96,31.13,Xiaomi,M,29-32,Sichuan
632081,2016-05-04 09:15:46,117.2,39.12,Coolpad,M,39+,Tianjin
585110,2016-05-03 23:10:07,116.74,39.59,Xiaomi,M,39+,Hebei
393557,2016-05-02 01:55:36,104.43,29.46,OPPO,F,22-,Sichuan
553075,2016-05-05 07:17:27,113.1,23.35,Coolpad,M,33-38,Guangdong
1140409,2016-05-05 20:52:06,108.92,34.21,OPPO,M,23-26,Shanxi
726869,2016-05-07 20:07:36,118.77,30.95,Huawei,M,39+,Anhui
437274,2016-05-02 07:36:53,116.3,39.75,Samsung,M,39+,Beijing
426850,2016-05-04 10:09:54,113.52,22.26,Samsung,M,33-38,Guangdong
387425,2016-05-01 08:11:33,123.03,47.07,Other,M,39+,Heilongjiang
602698,2016-05-04 08:32:33,123.49,41.93,OPPO,F,22-,Liaoning
1257847,2016-05-03 13:50:17,113.31,22.67,Xiaomi,M,39+,Guangdong
373949,2016-05-01 09:36:43,120.28,31.55,vivo,M,33-38,Jiangsu
7051,2016-05-04 13:58:00,116.32,39.98,Huawei,M,29-32,Beijing
659368,2016-05-04 10:18:17,114.56,38.16,Huawei,M,23-26,Hebei
1177548,2016-05-01 23:22:25,120.38,36.31,Xiaomi,M,27-28,Shandong
776411,2016-05-04 23:14:04,105.33,24.79,Huawei,M,23-26,Guangxi
826825,2016-05-05 17:50:46,114.61,27.39,Huawei,M,22-,Jiangxi
1219973,2016-05-01 23:20:25,118.75,26.59,OPPO,M,39+,Fujian
1038933,2016-05-01 11:29:50,113.95,30.89,vivo,M,22-,Hubei
879632,2016-05-04 09:50:07,112.46,23.03,Xiaomi,M,29-32,Guangdong
171903,2016-05-07 10:35:07,121.5,31.3,HTC,M,33-38,Shanghai
556805,2016-05-01 09:52:09,1.0,1.0,Coolpad,M,23-26,other
224904,2016-05-04 00:40:37,118.75,32.03,Huawei,F,39+,Jiangsu
227030,2016-05-06 08:37:40,113.81,22.76,Huawei,M,33-38,Guangdong
1255486,2016-05-01 22:03:23,113.92,22.57,Xiaomi,M,27-28,Guangdong
509977,2016-05-06 18:26:46,115.12,32.82,Xiaomi,M,27-28,Henan
944244,2016-05-06 18:52:36,104.08,30.64,Huawei,F,23-26,Sichuan
876734,2016-05-04 11:11:30,116.39,39.88,Huawei,M,33-38,Beijing
1004022,2016-05-05 09:23:01,120.75,37.79,HTC,M,23-26,Shandong
1084962,2016-05-04 10:38:52,118.36,27.06,Other,M,23-26,Fujian
610025,2016-05-01 13:13:47,107.07,29.84,Huawei,F,39+,Chongqing
467976,2016-05-06 04:16:16,1.0,1.0,Huawei,F,33-38,other
9254,2016-05-01 15:25:16,113.23,23.13,Huawei,M,39+,Guangdong
625589,2016-05-01 09:53:55,130.34,46.82,Samsung,F,29-32,Heilongjiang
763272,2016-05-07 06:23:25,120.63,27.78,Huawei,M,39+,Zhejiang
1082358,2016-05-06 18:06:58,116.31,39.98,Xiaomi,M,27-28,Beijing
15531,2016-05-07 16:07:31,115.02,38.03,Xiaomi,F,39+,Hebei
27397,2016-05-03 20:08:09,112.62,37.8,Coolpad,F,22-,Shanxi
640746,2016-05-03 08:04:08,126.65,46.09,Xiaomi,M,27-28,Heilongjiang
1072103,2016-05-03 17:00:23,121.49,31.16,Xiaomi,F,39+,Shanghai
1189449,2016-05-03 04:37:35,106.12,30.79,vivo,M,29-32,Sichuan
563381,2016-05-06 10:38:25,120.16,30.25,Samsung,M,33-38,Zhejiang
35846,2016-05-05 12:01:22,113.92,22.54,Huawei,F,39+,Guangdong
290135,2016-05-05 17:08:42,104.0,30.0,Xiaomi,M,39+,Sichuan
628222,2016-05-07 15:43:01,118.76,32.01,Samsung,M,33-38,Jiangsu
863999,2016-05-01 18:56:42,120.89,31.97,Huawei,M,23-26,Jiangsu
683083,2016-05-07 16:35:20,117.58,36.72,Huawei,M,39+,Shandong
335448,2016-05-01 09:36:11,114.55,38.06,HTC,M,33-38,Hebei
626556,2016-05-01 07:55:09,103.98,30.67,Huawei,M,27-28,Sichuan
644234,2016-05-06 17:41:19,121.44,29.91,Huawei,F,29-32,Zhejiang
358805,2016-05-05 14:35:19,113.16,29.37,vivo,M,39+,Hunan
493745,2016-05-04 18:02:03,109.12,21.48,Xiaomi,M,33-38,Guangxi
658038,2016-05-02 18:05:29,114.65,23.62,OPPO,M,23-26,Guangdong
1086606,2016-05-07 11:54:46,106.38,29.51,Meizu,M,39+,Chongqing
542298,2016-05-01 14:18:34,112.39,26.4,Huawei,F,39+,Hunan
896163,2016-05-01 14:11:13,113.58,37.33,Xiaomi,M,22-,Shanxi
387953,2016-05-05 01:15:26,110.58,27.07,OPPO,F,29-32,Hunan
376321,2016-05-07 13:41:57,114.48,22.89,Coolpad,M,39+,Guangdong
959691,2016-05-07 13:58:45,104.24,30.84,Coolpad,M,39+,Sichuan
789982,2016-05-03 07:28:41,121.53,31.3,Xiaomi,M,33-38,Shanghai
414976,2016-05-02 09:38:30,113.59,34.72,Huawei,M,27-28,Henan
56182,2016-05-01 12:46:19,112.84,35.51,OPPO,F,23-26,Shanxi
1121647,2016-05-01 19:04:06,110.33,20.02,Huawei,F,23-26,Hainan
427889,2016-05-03 20:22:53,-0.33,-0.01,Huawei,F,22-,other
979881,2016-05-06 10:46:38,1.0,1.0,Samsung,F,27-28,other
1162443,2016-05-06 07:44:49,120.68,30.76,Huawei,M,33-38,Zhejiang
507900,2016-05-03 08:34:24,104.0,30.0,vivo,M,39+,Sichuan
1232444,2016-05-01 13:08:06,120.95,31.35,Huawei,M,29-32,Jiangsu
29869,2016-05-02 17:13:28,114.14,36.82,Huawei,M,29-32,Hebei
8369,2016-05-03 14:38:38,111.88,34.74,Huawei,F,33-38,Henan
